run_number,prompt_num,clean,corrupted,restored_token,restored
19,171,"(' Ferrari', 0.22424715757369995)","(' the', 3.3301363146165386e-05)",0,"[(' the', 5.152326775714755e-05), (' the', 4.182811971986666e-05), (' the', 1.7608008420211263e-05), (' the', 3.241058948333375e-05), (' the', 3.2818992622196674e-05), (' the', 2.058642712654546e-05), (' the', 2.9815291782142594e-05), (' the', 2.5467090381425805e-05), (' the', 2.9475912015186623e-05), (' the', 4.180459654890001e-05), (' the', 5.7835808547679335e-05), (' the', 3.544821811374277e-05), (' the', 2.771592789940769e-06), (' the', 2.893815872084815e-05), (' the', 1.939646972459741e-05), (' the', 9.444812167203054e-05), (' the', 0.0003297711373306811), (' the', 0.00018751039169728756), (' the', 6.626013782806695e-05), (' the', 4.8829559091245756e-05), (' the', 2.3565984520246275e-05), (' the', 5.127709300722927e-05), (' the', 0.00021178818133194), (' the', 1.9480865375953726e-05)]"
19,171,"(' Ferrari', 0.22424715757369995)","(' the', 3.3301363146165386e-05)",1,"[(' the', 5.349304774426855e-05), (' the', 0.0002679189492482692), (' the', 0.00026329344836995006), (' the', 0.00021214036678429693), (' the', 0.0009472377714700997), (' the', 0.0004925530520267785), (' the', 0.00038249377394095063), (' the', 0.0001295605907216668), (' the', 0.0007426199153997004), (' the', 0.0001354529376840219), (' the', 0.00017644322360865772), (' the', 0.0002815696061588824), (' the', 0.0005305639351718128), (' the', 0.0005012498586438596), (' the', 0.0005756212631240487), (' the', 0.0003353989159222692), (' the', 8.468272426398471e-05), (' the', 7.126336276996881e-05), (' the', 4.587502917274833e-05), (' the', 0.00012195147428428754), (' the', 5.5173703003674746e-05), (' the', 0.00012510528904385865), (' the', 2.9483700927812606e-05), (' the', 2.913813659688458e-05)]"
19,171,"(' Ferrari', 0.22424715757369995)","(' the', 3.3301363146165386e-05)",2,"[(' the', 8.255618740804493e-05), (' the', 5.818910358357243e-05), (' the', 0.07824854552745819), (' the', 0.058878738433122635), (' the', 0.11201975494623184), (' the', 0.11985889077186584), (' the', 0.11177483946084976), (' the', 0.03835750371217728), (' the', 0.01317035872489214), (' the', 0.027832310646772385), (' the', 0.0052991267293691635), (' the', 0.026120388880372047), (' the', 0.010624500922858715), (' the', 0.01725299097597599), (' the', 0.013671492226421833), (' the', 0.005279820878058672), (' the', 0.0042027439922094345), (' the', 0.00286686304025352), (' the', 0.001015023677609861), (' the', 0.0005343896336853504), (' the', 0.0009352620108984411), (' the', 0.0003063935728278011), (' the', 0.00016619528469163924), (' the', 0.00011322043428663164)]"
19,171,"(' Ferrari', 0.22424715757369995)","(' the', 3.3301363146165386e-05)",3,"[(' the', 0.0006296333158388734), (' the', 0.00010450790432514623), (' the', 0.0014899102970957756), (' the', 0.00201216503046453), (' the', 0.0023131447378546), (' the', 0.0023573425132781267), (' the', 0.0027194898575544357), (' the', 0.003082513576373458), (' the', 0.0002908610040321946), (' the', 0.0023853208404034376), (' the', 0.0013934435555711389), (' the', 0.0008370596915483475), (' the', 0.0016132914461195469), (' the', 0.0019268837058916688), (' the', 0.0024498391430824995), (' the', 0.0007412659469991922), (' the', 0.0002636989520397037), (' the', 0.0003005725739058107), (' the', 0.0006577489548362792), (' the', 0.0005413441103883088), (' the', 0.00015311779861804098), (' the', 0.00022481167980004102), (' the', 0.00013347878120839596), (' the', 0.00013099117495585233)]"
20,182,"(' French', 0.2535730302333832)","(' a', 0.000681200937833637)",1,"[(' a', 0.0016074256272986531), (' a', 0.00017366083920933306), (' a', 0.010714530944824219), (' a', 0.0007349831284955144), (' a', 0.0009482484892942011), (' a', 0.0015555754071101546), (' a', 0.003138496307656169), (' a', 0.00034581279032863677), (' a', 0.0003592382126953453), (' a', 0.0006459904252551496), (' a', 0.005640765186399221), (' a', 0.001478317892178893), (' a', 0.0003405245370231569), (' a', 0.00044280424481257796), (' a', 0.0004078678321093321), (' a', 6.042409222573042e-05), (' a', 0.0037540090270340443), (' a', 0.0015360746765509248), (' a', 0.0002537404070608318), (' a', 0.0006646241527050734), (' a', 0.0005694885039702058), (' a', 0.0006851172656752169), (' that', 0.00045371922897174954), (' a', 0.003645443357527256)]"
20,182,"(' French', 0.2535730302333832)","(' a', 0.000681200937833637)",2,"[(' a', 0.0025341950822621584), (' a', 0.028453795239329338), (' a', 0.015129921957850456), (' a', 0.01082797534763813), (' French', 0.08614781498908997), (' French', 0.13874110579490662), (' French', 0.24322853982448578), (' French', 0.18877491354942322), (' a', 0.07851076126098633), (' a', 0.00582936592400074), (' French', 0.13528555631637573), (' the', 0.047723863273859024), (' a', 0.0200970359146595), (' a', 0.0051211765967309475), (' a', 0.0017355172894895077), (' a', 0.0003430248470976949), (' a', 0.0004682505677919835), (' a', 0.0002289300027769059), (' a', 0.00035394274163991213), (' a', 0.00021166754595469683), (' a', 4.766840356751345e-05), (' a', 0.0004190630279481411), (' a', 0.00010475701128598303), (' a', 0.0025836119893938303)]"
21,197,"(' Russian', 0.37494081258773804)","(' a', 1.119569151342148e-05)",2,"[(' the', 0.0002150978398276493), (' a', 0.00021163832570891827), (' a', 0.0003544640785548836), (' a', 0.00013542208762373775), (' a', 0.0005063714343123138), (' a', 0.0005648917285725474), (' a', 0.0002672130649443716), (' a', 0.00029839633498340845), (' a', 0.00015074241673573852), (' a', 7.033236761344597e-05), (' a', 0.00038773243431933224), (' a', 0.0011079780524596572), (' a', 0.00036525941686704755), (' a', 0.00016002156189642847), (' a', 4.210275074001402e-05), (' a', 0.00018558862211648375), (' a', 3.113398270215839e-05), (' a', 2.0914458218612708e-05), (' a', 0.00012303590483497828), (' a', 8.47465853439644e-05), (' a', 9.033206879394129e-05), (' a', 3.337096859468147e-05), (' a', 2.5817884306889027e-05), (' a', 9.461655281484127e-05)]"
21,197,"(' Russian', 0.37494081258773804)","(' a', 1.119569151342148e-05)",3,"[(' the', 2.807135933835525e-05), (' a', 0.00018893666856456548), (' a', 2.184067852795124e-05), (' a', 4.850516052101739e-05), (' the', 4.21011536673177e-05), (' a', 6.8774024839513e-05), (' a', 0.00011750770499929786), (' a', 0.00015831038763280958), (' a', 0.00011793211160693318), (' a', 0.00021689286222681403), (' a', 9.104452328756452e-05), (' a', 3.4693530324148014e-05), (' a', 6.638360355282202e-05), (' a', 0.0001723943860270083), (' a', 2.0981600755476393e-05), (' a', 8.7071763118729e-05), (' a', 9.28728622966446e-05), (' a', 6.864836905151606e-06), (' a', 5.4687014198862016e-05), (' a', 3.4531385608715937e-05), (' a', 9.07883804757148e-05), (' a', 8.231604442698881e-05), (' a', 6.623433000640944e-05), (' a', 4.9843376473290846e-05)]"
21,197,"(' Russian', 0.37494081258773804)","(' a', 1.119569151342148e-05)",4,"[(' a', 0.00034429083461873233), (' a', 0.0007941755466163158), (' a', 7.437972817569971e-05), (' a', 6.658469646936283e-05), (' a', 0.00015452966908924282), (' a', 7.089148857630789e-05), (' a', 5.6538050557719544e-05), (' a', 7.127793651307002e-05), (' a', 0.00012935927952639759), (' a', 7.011798152234405e-05), (' a', 6.446197221521288e-05), (' a', 5.4952706705080345e-05), (' a', 0.00016367729404009879), (' a', 8.630444790469483e-05), (' a', 0.0001748669019434601), (' a', 9.016635885927826e-05), (' a', 0.00011740638001356274), (' a', 4.2289073462598026e-05), (' a', 0.0002812791208270937), (' a', 0.00018517956777941436), (' a', 0.00014169847418088466), (' a', 7.718912820564583e-05), (' a', 7.144629489630461e-05), (' a', 4.209982944303192e-05)]"
21,197,"(' Russian', 0.37494081258773804)","(' a', 1.119569151342148e-05)",5,"[(' a', 9.295882045989856e-05), (' a', 2.375778421992436e-05), (' a', 9.047046478372067e-05), (' a', 0.0002924898872151971), (' a', 0.0001743743778206408), (' a', 0.0002758766058832407), (' a', 0.00019144447287544608), (' a', 0.00011750528938136995), (' a', 0.00013989848957862705), (' a', 0.0005811105365864933), (' a', 3.027473940164782e-05), (' a', 0.00021718043717555702), (' a', 5.346351463231258e-05), (' a', 0.00018063734751194715), (' a', 9.437827247893438e-05), (' a', 7.64573851483874e-05), (' a', 4.489616912906058e-05), (' a', 7.924063538666815e-05), (' a', 4.060485662193969e-05), (' a', 9.037057316163555e-05), (' a', 8.579246059525758e-05), (' a', 3.829932029475458e-05), (' a', 9.006411710288376e-05), (' a', 2.7044694434152916e-05)]"
22,199,"(' Pakistan', 0.17526954412460327)","(' the', 7.174494840000989e-06)",0,"[(' the', 0.0017045697895810008), (' the', 3.3330310543533415e-05), (' the', 0.000213028906728141), (' the', 0.0006101047620177269), (' the', 0.0004091660084668547), (' the', 9.508822404313833e-05), (' citizen', 7.1998744033408e-07), (' the', 0.00019858640735037625), (' the', 0.0008124710293486714), (' the', 0.00034575603785924613), (' the', 0.0020780405029654503), (' the', 0.0028372248634696007), (' the', 0.0029614330269396305), (' the', 0.0007800280582159758), (' the', 0.0001707496849121526), (' the', 0.00033025461016222835), (' the', 8.806977712083608e-05), (' the', 8.853335748426616e-05), (' the', 0.001001864206045866), (' the', 0.0034429177176207304), (' the', 0.0001434517907910049), (' the', 0.0002230318496003747), (' the', 0.001090989913791418), (' the', 0.0005430399323813617)]"
22,199,"(' Pakistan', 0.17526954412460327)","(' the', 7.174494840000989e-06)",1,"[(' the', 0.00015670490392949432), (' the', 0.000233740676776506), (' the', 0.0018432934302836657), (' the', 0.00038976361975073814), (' the', 0.0009686489356681705), (' the', 0.0006617431063205004), (' the', 0.000344572908943519), (' the', 0.00180444261059165), (' the', 0.001904978882521391), (' the', 0.0014188586501404643), (' the', 5.5910582887008786e-05), (' the', 0.0005059334798716009), (' the', 0.0019428664818406105), (' the', 0.0010639476822689176), (' the', 0.0022086610551923513), (' the', 0.0018877238035202026), (' the', 0.002434240421280265), (' the', 0.00033451319904997945), (' the', 0.0023188283666968346), (' the', 0.0002983089361805469), (' the', 3.346323501318693e-05), (' the', 0.00014326069504022598), (' the', 0.0001354385312879458), (' a', 4.93248217026121e-06)]"
22,199,"(' Pakistan', 0.17526954412460327)","(' the', 7.174494840000989e-06)",2,"[(' the', 0.0004140358360018581), (' the', 0.0001248242479050532), (' the', 0.0003439827123656869), (' the', 6.45047657599207e-06), (' the', 0.0020338697358965874), (' the', 0.007450079079717398), (' the', 0.016170447692275047), (' the', 0.011528664268553257), (' the', 0.06488948315382004), (' the', 0.0339757576584816), (' the', 0.021164173260331154), (' the', 0.06262287497520447), (' the', 0.008807599544525146), (' the', 0.015152320265769958), (' the', 0.01404506340622902), (' the', 0.0001176913792733103), (' the', 0.001271687215194106), (' the', 0.007130996789783239), (' the', 0.004633941221982241), (' the', 0.005514451302587986), (' the', 0.004427141509950161), (' the', 0.0005639942828565836), (' the', 0.0006630931166000664), (' the', 0.0007192397606559098)]"
22,199,"(' Pakistan', 0.17526954412460327)","(' the', 7.174494840000989e-06)",3,"[(' the', 0.0003156587772537023), (' the', 0.0013956575421616435), (' the', 0.002174974186345935), (' the', 0.0002988256164826453), (' the', 0.0003267466090619564), (' the', 0.0005644019693136215), (' the', 0.0008943857392296195), (' the', 0.0008476769435219467), (' the', 0.0007620398537255824), (' the', 0.0007361070020124316), (' the', 0.0012677799677476287), (' the', 0.0010380215244367719), (' the', 2.1676081814803183e-05), (' the', 0.0013007504167035222), (' the', 0.004529351368546486), (' the', 0.013000520877540112), (' the', 0.0017895570490509272), (' the', 0.0003666113771032542), (' the', 0.00041097222128883004), (' the', 0.0018907624762505293), (' the', 0.0005356210749596357), (' the', 4.938789061270654e-05), (' the', 4.55488552688621e-05), (' the', 0.0001270619686692953)]"
22,199,"(' Pakistan', 0.17526954412460327)","(' the', 7.174494840000989e-06)",4,"[(' the', 8.519004040863365e-05), (' the', 0.00039021801785565913), (' the', 0.00024402100825682282), (' the', 0.008563916198909283), (' the', 0.0016577636124566197), (' the', 0.05032150819897652), (' the', 0.001444995403289795), (' the', 0.0038656312972307205), (' the', 0.019979992881417274), (' the', 0.012200191617012024), (' the', 0.0198634322732687), (' the', 0.10865043848752975), (' the', 0.005006649065762758), (' the', 0.07755109667778015), (' the', 0.032531894743442535), (' the', 0.004556053318083286), (' the', 0.014494940638542175), (' the', 0.004891048185527325), (' the', 0.008410252630710602), (' the', 0.005671361461281776), (' the', 0.014301443472504616), (' a', 3.6703431760543026e-06), (' the', 0.0008324079099111259), (' the', 0.00013208002201281488)]"
23,207,"(' Denmark', 0.17382076382637024)","(' the', 5.6879758631112054e-05)",0,"[(' the', 0.00021902973821852356), (' the', 0.0002844413393177092), (' the', 0.00013710372149944305), (' the', 0.0004945150576531887), (' the', 0.00011196396371815354), (' the', 0.0004825264331884682), (' the', 0.00020733688143081963), (' the', 9.720309026306495e-05), (' the', 0.0003790302434936166), (' the', 0.0001461726933484897), (' the', 0.00013688670878764242), (' the', 1.7926251530298032e-05), (' the', 0.0007060045027174056), (' the', 9.453483653487638e-05), (' the', 0.0004421258345246315), (' the', 0.00016497154138050973), (' the', 0.00014701354666613042), (' the', 0.0006191192660480738), (' the', 0.000844934955239296), (' the', 0.00016693105862941593), (' the', 0.0003172490687575191), (' the', 0.00016247393796220422), (' the', 0.0001858897157944739), (' the', 0.0003145884838886559)]"
23,207,"(' Denmark', 0.17382076382637024)","(' the', 5.6879758631112054e-05)",1,"[(' the', 0.0011165403993800282), (' the', 0.00031785096507519484), (' the', 3.9219125028466806e-05), (' the', 9.577281161909923e-05), (' the', 0.00023916523787193), (' the', 0.00011551904754014686), (' the', 0.00015447018085978925), (' the', 0.00019877900194842368), (' the', 0.0003881342418026179), (' the', 0.000127578285173513), (' the', 0.0003070756793022156), (' the', 9.094652341445908e-05), (' the', 8.520372648490593e-05), (' the', 0.000728833198081702), (' the', 0.00011085512960562482), (' the', 0.00012827847967855632), (' the', 0.0006736269569955766), (' the', 0.00032385479426011443), (' the', 0.00030218029860407114), (' the', 4.9651625886326656e-05), (' the', 6.702170503558591e-05), (' the', 0.00021127104992046952), (' the', 3.930266393581405e-05), (' the', 0.0007214151555672288)]"
23,207,"(' Denmark', 0.17382076382637024)","(' the', 5.6879758631112054e-05)",2,"[(' the', 0.009952129796147346), (' the', 0.0110540222376585), (' the', 0.006674827076494694), (' the', 0.005483889486640692), (' the', 0.004032620228827), (' the', 0.0013559787767007947), (' the', 0.000402672536438331), (' the', 0.001151577802374959), (' the', 0.0005358703201636672), (' the', 0.0007164513226598501), (' the', 0.0007458984036929905), (' the', 0.00028253206983208656), (' the', 0.00318885431624949), (' the', 0.0076169162057340145), (' the', 0.0005560503341257572), (' the', 0.0025373874232172966), (' the', 0.002290500560775399), (' the', 0.0023104383144527674), (' the', 0.0009735680650919676), (' the', 0.0033627350348979235), (' the', 0.00034237655927427113), (' the', 0.000864062865730375), (' the', 0.00019639413221739233), (' the', 0.0007075770990923047)]"
23,207,"(' Denmark', 0.17382076382637024)","(' the', 5.6879758631112054e-05)",3,"[(' the', 5.912343840464018e-05), (' the', 0.0003599870251491666), (' the', 0.0002636918216012418), (' the', 0.0003623366355895996), (' the', 0.00013011771079618484), (' the', 0.00045967253390699625), (' the', 0.00023627896734979004), (' the', 0.00021347208530642092), (' the', 0.001132889767177403), (' the', 0.0010509975254535675), (' the', 0.00029003064264543355), (' the', 0.00033433668431825936), (' a', 0.00013176922220736742), (' the', 0.0005331839784048498), (' the', 0.00016492547001689672), (' the', 0.0002964964951388538), (' the', 0.00015482619346585125), (' citizenship', 4.2201285396004096e-05), (' the', 0.0008600267465226352), (' the', 0.006029888987541199), (' the', 0.004592083860188723), (' the', 0.0005671216058544815), (' the', 0.00031767159816809), (' the', 9.703408977657091e-06)]"
23,207,"(' Denmark', 0.17382076382637024)","(' the', 5.6879758631112054e-05)",4,"[(' the', 0.0015665933024138212), (' the', 6.102066254243255e-05), (' the', 0.00013660237891599536), (' the', 6.869377102702856e-05), (' the', 0.0004994794144295156), (' the', 0.007320921402424574), (' the', 0.00014791708963457495), (' the', 0.0001136006394517608), (' the', 8.890804747352377e-05), (' the', 0.00019317503029014915), (' the', 0.0002270559052703902), (' the', 0.0005696569569408894), (' the', 0.0013581612147390842), (' the', 0.0014450540766119957), (' the', 0.00011250466923229396), (' the', 0.00013825896894559264), (' the', 0.0018495708936825395), (' the', 0.000802168098744005), (' the', 0.0005386190605349839), (' the', 0.0002653747797012329), (' a', 8.257226727437228e-05), (' the', 0.0007454788428731263), (' the', 0.00019181448442395777), (' the', 0.0011262954212725163)]"
23,207,"(' Denmark', 0.17382076382637024)","(' the', 5.6879758631112054e-05)",5,"[(' the', 6.245464464882389e-05), (' the', 0.0002737609902396798), (' the', 8.769088162807748e-05), (' the', 0.0005980177666060627), (' the', 0.00013692649372387677), (' the', 0.00039446994196623564), (' the', 0.00037228790461085737), (' the', 0.004052338656038046), (' the', 5.6927739933598787e-05), (' the', 0.00020428774587344378), (' the', 0.0012823132565245032), (' the', 0.0005192502867430449), (' the', 0.0006093526026234031), (' the', 0.00012868628255091608), (' the', 0.00011700598406605422), (' the', 7.546581036876887e-05), (' the', 0.0009829653427004814), (' the', 0.0004066916008014232), (' the', 0.00028849582304246724), (' the', 0.0002437252551317215), (' the', 0.002022866392508149), (' the', 0.0001360250753350556), (' the', 0.0007806290523149073), (' the', 0.000469384016469121)]"
23,207,"(' Denmark', 0.17382076382637024)","(' the', 5.6879758631112054e-05)",6,"[(' the', 0.0005104256561025977), (' the', 9.042808233061805e-05), (' the', 0.0013784673064947128), (' the', 0.0006013066740706563), (' the', 0.0004967839340679348), (' the', 0.013846770860254765), (' the', 0.00017255089187528938), (' the', 0.0027125875931233168), (' the', 0.0016815031412988901), (' a', 0.003335417015478015), (' the', 0.004794551990926266), (' the', 0.00466887978836894), (' the', 0.0020006648264825344), (' the', 0.003071442013606429), (' the', 0.0007142310496419668), (' the', 0.0003540692268870771), (' the', 0.0003360573318786919), (' the', 0.002352748531848192), (' the', 0.004110924433916807), (' the', 0.0026364654768258333), (' the', 0.0005471701151691377), (' the', 0.00016479822807013988), (' the', 0.002003735862672329), (' the', 9.667105041444302e-05)]"
24,209,"(' Microsoft', 0.5082300305366516)","(' the', 0.002552351215854287)",0,"[(' the', 0.05959847941994667), (' the', 0.0012857872061431408), (' the', 0.0017368958797305822), (' the', 0.010273498483002186), (' the', 0.0011331945424899459), (' the', 0.0008719000034034252), (' the', 0.0008344442467205226), (' the', 0.0003482437168713659), (' the', 0.001033080741763115), (' the', 0.012774080969393253), (' the', 0.0018022310687229037), (' the', 0.0005758642801083624), (' the', 0.000609497306868434), (' the', 0.0012847139732912183), (' the', 0.009923138655722141), (' the', 0.014646187424659729), (' the', 0.003241719212383032), (' the', 0.00044639589032158256), (' the', 4.0948896639747545e-05), (' the', 0.004417688585817814), (' the', 0.0014347535325214267), (' the', 0.00011927016748813912), (' the', 0.001222166116349399), (' the', 0.0017956267111003399)]"
24,209,"(' Microsoft', 0.5082300305366516)","(' the', 0.002552351215854287)",1,"[(' the', 0.015383847989141941), (' the', 0.026039673015475273), (' the', 0.046208832412958145), (' the', 0.20580388605594635), (' the', 0.07220717519521713), (' the', 0.011214138008654118), (' the', 0.05967046320438385), (' the', 0.1407921016216278), (' the', 0.04581456258893013), (' the', 0.04944605380296707), (' the', 0.024407006800174713), (' the', 0.035692986100912094), (' the', 0.02114276774227619), (' the', 0.06662890315055847), (' a', 0.002221498405560851), (' the', 0.058706510812044144), (' the', 0.0014179344289004803), (' the', 0.012666161172091961), (' the', 0.002974477130919695), (' the', 0.0009534945129416883), (' the', 0.0005745288799516857), (' the', 0.0018692355370149016), (' the', 0.003601015778258443), (' the', 0.00013534909521695226)]"
24,209,"(' Microsoft', 0.5082300305366516)","(' the', 0.002552351215854287)",2,"[(' the', 0.007182931061834097), (' the', 0.09051790088415146), (' the', 0.046014364808797836), (' the', 0.07018426060676575), (' the', 0.07338014245033264), (' the', 0.03001496009528637), (' the', 0.26382389664649963), (' the', 0.09916416555643082), (' the', 0.02312438003718853), (' the', 0.03313323110342026), (' the', 0.03502875193953514), (' the', 0.08531137555837631), (' the', 0.006577915046364069), (' the', 0.015070348046720028), (' the', 0.012637847103178501), (' the', 0.00010880466288654134), (' the', 0.04043624550104141), (' the', 0.017460575327277184), (' the', 0.00035661563742905855), (' the', 0.010858068242669106), (' the', 0.0011563804000616074), (' the', 0.0013103068340569735), (' the', 0.0011546810856088996), (' the', 0.0001839609758462757)]"
25,215,"(' Italian', 0.6865935325622559)","(' Italian', 0.140072762966156)",0,"[(' Italian', 0.7351020574569702), (' Italian', 0.7255468368530273), (' Italian', 0.6292865872383118), (' Italian', 0.10927481949329376), (' Italian', 0.3305273950099945), (' the', 0.05488183721899986), (' Italian', 0.3743356466293335), (' Italian', 0.5028149485588074), (' Italian', 0.24956317245960236), (' Italian', 0.27774715423583984), (' Italian', 0.21961985528469086), (' the', 0.08211570233106613), (' Italian', 0.5214608311653137), (' Italian', 0.25810950994491577), (' Italian', 0.2979091703891754), (' Italian', 0.18393270671367645), (' Italian', 0.37126073241233826), (' Italian', 0.5051189661026001), (' Italian', 0.38102003931999207), (' Italian', 0.34874680638313293), (' Italian', 0.37721994519233704), (' Italian', 0.22538873553276062), (' Italian', 0.1407248079776764), (' Italian', 0.3041987717151642)]"
26,250,"(' French', 0.7390654683113098)","(' a', 5.420221350505017e-05)",1,"[(' a', 0.00042264576768502593), (' a', 6.563530769199133e-05), (' a', 2.5376024495926686e-05), (' a', 0.00011651356908259913), (' a', 0.0003843169251922518), (' a', 0.0005023452686145902), (' a', 4.371908289613202e-05), (' a', 3.774841025006026e-05), (' a', 0.00022092390281613916), (' a', 0.00045908018364571035), (' a', 3.1313997169490904e-05), (' a', 0.0003274398040957749), (' a', 5.335345122148283e-05), (' a', 0.00011649111547740176), (' a', 5.687061639036983e-05), (' a', 0.00011819829524029046), (' a', 1.780196362233255e-05), (' a', 0.00014726578956469893), (' a', 0.00010181998368352652), (' a', 0.00035864804522134364), (' a', 0.0002468448947183788), (' a', 2.456121364957653e-05), (' a', 5.372869418351911e-05), (' a', 0.00017072723130695522)]"
26,250,"(' French', 0.7390654683113098)","(' a', 5.420221350505017e-05)",2,"[(' a', 8.166535553755239e-05), (' a', 9.865273023024201e-05), (' a', 0.0012472679372876883), (' a', 0.0005957711837254465), (' a', 0.000177955866092816), (' a', 0.0019401361932978034), (' a', 0.0016478168545290828), (' a', 0.0007019807817414403), (' a', 0.00182514323387295), (' a', 3.408363409107551e-05), (' a', 0.0024868992622941732), (' a', 9.889504872262478e-05), (' a', 0.0001239892008015886), (' a', 0.011243672110140324), (' a', 9.64401988312602e-05), (' a', 9.749051969265565e-05), (' a', 0.0006081193569116294), (' a', 7.093929161783308e-05), (' a', 8.408664871240035e-05), (' a', 8.377475751331076e-05), (' a', 9.114635759033263e-05), (' a', 6.305276474449784e-05), (' a', 0.0001797595468815416), (' a', 0.001580351497977972)]"
26,250,"(' French', 0.7390654683113098)","(' a', 5.420221350505017e-05)",3,"[(' a', 0.00011341491335770115), (' a', 0.00016550045984331518), (' a', 4.142116813454777e-05), (' a', 9.874991519609466e-05), (' a', 0.00017321387713309377), (' a', 0.0023603050503879786), (' a', 0.00021042536536697298), (' a', 0.0005551797803491354), (' a', 0.0014896345091983676), (' a', 0.0004771862004417926), (' a', 0.00029991232440806925), (' a', 0.0001823247439460829), (' a', 0.0006265577394515276), (' a', 0.0001842870842665434), (' a', 0.0002913738717325032), (' a', 4.206031371722929e-05), (' a', 0.0002937150711659342), (' a', 1.8571427062852308e-05), (' a', 0.00010696767276385799), (' a', 0.00016042310744524002), (' a', 0.00023767849779687822), (' a', 0.0012327325530350208), (' a', 0.00021972772083245218), (' a', 0.0012757228687405586)]"
26,250,"(' French', 0.7390654683113098)","(' a', 5.420221350505017e-05)",4,"[(' a', 0.0009461005101911724), (' a', 0.0002288024261360988), (' a', 0.0005773963639512658), (' a', 0.0001400316396029666), (' a', 0.0004415384610183537), (' a', 8.844297553878278e-05), (' a', 0.00016001584299374372), (' a', 8.612507372163236e-05), (' a', 7.892679423093796e-05), (' a', 6.401129212463275e-05), (' a', 6.031303564668633e-05), (' a', 4.3196039769100025e-05), (' a', 6.771520565962419e-05), (' a', 8.361520303878933e-05), (' a', 0.00012469623470678926), (' a', 4.723176607512869e-05), (' a', 0.00014792443835176528), (' a', 3.181035935995169e-05), (' a', 7.380169699899852e-05), (' a', 0.00029578129760921), (' a', 0.00024573123664595187), (' a', 0.0002092866925522685), (' a', 4.6908688091207296e-05), (' a', 9.46710497373715e-05)]"
26,250,"(' French', 0.7390654683113098)","(' a', 5.420221350505017e-05)",5,"[(' a', 0.0001306746416958049), (' a', 0.00012349532335065305), (' a', 9.328234591521323e-05), (' a', 0.000876632344443351), (' a', 0.00036704877857118845), (' a', 0.0011295209405943751), (' a', 0.00028629417647607625), (' a', 0.0014718982856720686), (' a', 0.00030088782659731805), (' a', 0.000906545203179121), (' a', 0.0002466777805238962), (' a', 0.0005566900945268571), (' a', 0.001450486946851015), (' a', 0.0001566767750773579), (' a', 0.0003251081216149032), (' a', 8.844597323331982e-05), (' a', 0.00014256106805987656), (' a', 3.054459739360027e-05), (' a', 8.687990339240059e-05), (' a', 0.00024131637474056333), (' a', 0.000589089875575155), (' a', 9.38831453822786e-06), (' a', 0.00011611684749368578), (' a', 0.000386656989576295)]"
26,250,"(' French', 0.7390654683113098)","(' a', 5.420221350505017e-05)",6,"[(' a', 0.00015583072672598064), (' a', 2.6459245418664068e-05), (' a', 4.483532757149078e-05), (' a', 0.00013868974929209799), (' a', 0.0001308369101025164), (' a', 0.00022574537433683872), (' a', 7.150913734221831e-05), (' a', 6.68447173666209e-05), (' a', 6.749813474016264e-05), (' a', 0.00011255590652581304), (' a', 3.795882366830483e-05), (' a', 0.00042732091969810426), (' a', 7.44243006920442e-05), (' a', 8.93524702405557e-06), (' a', 7.285689935088158e-05), (' a', 0.0002625930355861783), (' a', 4.4349671952659264e-05), (' a', 0.00046777096576988697), (' a', 0.0005223748157732189), (' a', 0.0016317260451614857), (' a', 0.00011006225395249203), (' a', 4.880737833445892e-05), (' a', 5.65875307074748e-05), (' a', 0.00010878863395191729)]"
27,287,"(' French', 0.10224022716283798)","(' a', 0.00013549905270338058)",2,"[(' a', 0.006423172075301409), (' a', 0.0007551496964879334), (' a', 0.0016736187972128391), (' a', 0.0007605078280903399), (' a', 0.00022719832486473024), (' a', 0.0026239061262458563), (' a', 0.0013604311970993876), (' a', 0.006009033881127834), (' a', 0.0006965335342101753), (' a', 0.005979093722999096), (' a', 0.0027887604665011168), (' a', 0.0017966078594326973), (' a', 0.0005743190995417535), (' a', 0.00039193747215904295), (' a', 0.00042566945194266737), (' a', 6.383340223692358e-05), (' a', 0.00010546448902459815), (' a', 0.0006148554966785014), (' a', 6.846139149274677e-05), (' a', 0.0002603857428766787), (' a', 7.865962834330276e-05), (' a', 0.00018860428826883435), (' a', 9.614103328203782e-05), (' a', 0.00029629029450006783)]"
27,287,"(' French', 0.10224022716283798)","(' a', 0.00013549905270338058)",3,"[(' a', 0.00021137965086381882), (' a', 8.021116809686646e-05), (' a', 0.0012533935951068997), (' a', 0.0005270183319225907), (' a', 0.0005250649410299957), (' a', 0.00013225643488112837), (' a', 0.00011782248475356027), (' a', 0.00026909742155112326), (' a', 3.132443453068845e-05), (' a', 0.00039721254142932594), (' a', 0.0004885445232503116), (' a', 0.0004108792927581817), (' a', 0.0001097025306080468), (' a', 0.0004563508846331388), (' a', 0.00014334215666167438), (' a', 0.00022503965010400862), (' a', 7.819414167897776e-05), (' a', 7.142124377423897e-05), (' a', 0.00022945755335967988), (' a', 0.00012134561984566972), (' a', 0.00020461014355532825), (' a', 0.0001544681581435725), (' a', 0.00011085223377449438), (' a', 4.2746327380882576e-05)]"
